id,overall_quality_of_services_3_01,overall_quality_of_services_3_02,overall_appearance_of_durham_3_03,overall_management_of_develo_3_04,overall_image_of_durham_3_05,overall_quality_of_life_in_d_3_06,overall_quality_of_life_in_y_3_07,overall_value_you_receive_fo_3_08,do_your_monthly_housing_cost_12_01,are_you_able_to_find_housing_12_02,do_you_have_major_home_repai_12_03,ease_of_travel_by_walking_18_01,ease_of_travel_by_biking_18_02,ease_of_travel_by_bus_godu_18_03,quality_of_downtown_parking_18_04,the_ability_in_your_neighbo_18_05,as_a_place_to_live_24_01,as_a_place_to_work_24_02,as_a_place_to_play_24_03,as_a_place_to_raise_childre_24_04,as_a_place_to_educate_child_24_05,as_a_place_to_retire_24_06,as_a_place_to_visit_24_07,as_a_place_to_start_a_busin_24_08,as_a_community_that_is_movi_24_09,have_you_or_someone_in_your_househol_26,approximately_how_many_years_have_yo_28,what_is_your_age_29,what_is_your_gender_30,do_you_own_or_rent_your_current_resi_31,asianpacific_islander_32_01,white_32_02,native_americaninuit_32_03,blackafrican_american_32_04,other_32_05,please_define_other_32_5,are_you_of_hispanic_latino_or_spa_33,primary_language,please_define_other_34_3,how_might_we_better_provide_service_34a,would_you_say_your_total_annual_hous_35,city,state,zip,pac_zone,inside_city_of_durham,block_lon,block_lat
536,3,3,3,2,4,4,4,4,2,1,2,1,1,NA,3,4,4,4,4,4,2,4,3,4,4,2,30,1,2,2,1,NA,NA,NA,NA,NA,2,English,NA,NA,3,Durham,NC,27713,4,Y,-78907000,35887000
537,3,3,4,3,3,4,5,3,1,1,2,4,3,3,2,5,4,NA,3,3,3,NA,4,3,3,2,6,3,2,1,NA,2,NA,NA,NA,NA,2,English,NA,NA,3,Rougemont,NC,27572,NA,N,-78914000,36212000
538,3,3,4,4,4,3,2,2,2,2,1,2,2,2,3,3,4,5,4,3,3,2,5,4,4,1,36,4,1,2,NA,NA,NA,4,NA,NA,2,English,NA,NA,1,Durham,NC,27704,NA,N,-78882000,36063000
539,3,4,4,3,4,4,5,3,2,1,2,NA,NA,NA,3,NA,4,5,4,4,4,5,5,NA,3,2,45,5,2,2,NA,NA,NA,4,NA,NA,2,English,NA,NA,2,Durham,NC,27712,2,Y,-78918000,36089000
540,NA,5,5,5,5,5,5,4,1,2,1,4,NA,NA,2,4,5,5,4,4,4,4,5,4,5,2,30,4,1,1,NA,2,NA,NA,NA,NA,2,English,NA,NA,3,Durham,NC,27712,NA,N,-78961000,36087000
541,4,4,4,2,3,3,3,2,2,1,1,3,NA,NA,2,3,4,3,3,3,3,4,NA,1,2,2,37,5,1,1,NA,NA,NA,4,NA,NA,2,English,NA,NA,2,Durham,NC,27713,3,Y,-78948000,35914000
542,NA,2,3,3,4,4,4,2,2,2,1,NA,NA,NA,NA,NA,5,NA,1,4,4,4,4,4,3,2,30,5,2,2,NA,NA,NA,4,NA,NA,2,English,NA,NA,2,Rougemont,NC,27572,NA,N,-78865000,36208000
543,4,4,3,3,3,4,4,3,2,1,2,3,2,NA,3,5,4,4,4,NA,NA,4,4,4,4,2,0,1,2,1,NA,NA,NA,4,NA,NA,2,English,NA,NA,4,Durham,NC,27713,4,Y,-78902000,35880000
544,4,4,5,5,4,5,5,4,2,1,2,4,NA,NA,4,5,5,NA,5,5,4,5,5,NA,5,2,17,3,2,2,NA,NA,NA,4,NA,NA,2,English,NA,NA,1,Durham,NC,27713,4,Y,-78909000,35937000
545,4,4,4,3,3,4,5,3,2,1,1,2,4,4,2,3,4,5,5,5,5,5,5,5,5,2,25,3,1,2,NA,NA,NA,4,NA,NA,2,English,NA,NA,3,Durham,NC,27705,2,Y,-78916000,36020000
546,4,4,3,3,3,4,5,4,2,NA,2,NA,NA,NA,3,4,4,4,4,4,4,4,4,3,4,2,20,2,2,1,NA,NA,NA,4,NA,NA,2,English,NA,NA,2,Durham,NC,27703,NA,N,-78816000,35980000
547,5,5,4,4,4,4,5,4,2,1,2,NA,NA,NA,2,3,5,NA,5,5,4,5,5,4,5,2,35,3,1,2,NA,2,NA,NA,NA,NA,2,English,NA,NA,2,Bahama,NC,27503,NA,N,-78897000,36184000
548,4,4,4,3,4,4,5,4,2,1,2,4,5,NA,3,5,5,NA,4,NA,NA,5,5,NA,4,2,5,5,1,1,NA,2,NA,NA,NA,NA,2,English,NA,NA,3,Durham,NC,27703,1,Y,-78785000,35933000
549,4,4,4,4,3,2,3,4,2,1,1,3,3,4,2,4,4,4,4,4,4,4,4,3,3,2,23,4,1,1,NA,2,NA,NA,NA,NA,2,English,NA,NA,4,Durham,NC,27707,3,Y,-78914000,35987000
550,2,3,1,3,2,3,4,3,1,1,1,3,3,NA,3,5,3,3,3,2,1,1,3,3,3,2,10,1,2,1,NA,2,NA,NA,NA,NA,2,English,NA,NA,2,Durham,NC,27712,NA,N,-78949000,36095000
551,3,3,2,4,4,3,3,2,2,1,2,3,NA,NA,3,3,3,4,4,1,1,3,3,4,4,2,1,1,1,1,NA,2,NA,NA,NA,NA,1,English,NA,NA,4,Durham,NC,27707,4,Y,-78901000,35977000
552,5,5,5,5,5,5,5,4,2,1,2,4,5,5,4,5,5,5,5,5,5,4,5,5,5,2,8,1,1,1,NA,2,NA,NA,NA,NA,2,English,NA,NA,4,Durham,NC,27707,3,Y,-78985000,35934000
553,3,3,3,3,3,3,3,3,2,2,2,NA,4,3,3,4,4,4,4,4,4,4,5,4,4,2,50,5,1,2,NA,NA,NA,4,NA,NA,2,English,NA,NA,2,Durham,NC,27713,4,Y,-78908000,35917000
554,4,4,3,3,4,4,4,3,2,1,2,NA,1,3,4,1,4,4,4,4,5,4,3,3,3,2,68,5,1,1,NA,NA,3,4,NA,NA,2,English,NA,NA,3,Durham,NC,27704,2,Y,-78904000,36067000
555,4,4,4,5,5,5,5,5,2,1,2,5,4,NA,4,5,5,5,5,5,5,5,5,5,5,2,40,3,2,1,NA,NA,NA,4,NA,NA,2,English,NA,NA,2,Bahama,NC,27503,NA,N,-78882000,36161000
556,4,3,4,2,4,5,5,4,2,1,1,1,3,1,2,5,5,5,5,4,3,4,2,3,4,2,5,1,1,1,NA,2,NA,NA,NA,NA,2,English,NA,NA,4,Durham,NC,27713,3,Y,-78934000,35934000
557,3,3,4,2,1,3,4,2,2,1,1,2,3,NA,1,4,3,4,3,2,3,2,2,3,1,2,31,1,1,1,NA,2,NA,NA,NA,NA,2,English,NA,NA,4,Durham,NC,27712,2,Y,-78951000,36066000
558,4,4,3,3,4,4,5,4,2,2,1,3,NA,3,NA,3,4,4,4,4,4,5,5,4,5,2,52,5,2,2,NA,NA,NA,4,NA,NA,2,English,NA,NA,2,Durham,NC,27705,2,Y,-78976000,36040000
559,3,3,4,4,4,3,3,3,2,1,2,3,3,4,4,4,4,4,4,4,4,5,5,4,5,2,47,3,1,2,NA,NA,NA,4,NA,NA,2,English,NA,NA,2,Durham,NC,27703,NA,N,-78800000,36009000
560,4,4,4,4,4,5,5,4,2,1,2,4,NA,NA,2,4,4,4,4,4,4,3,4,NA,4,2,13,1,1,2,NA,2,NA,NA,NA,NA,2,English,NA,NA,3,Durham,NC,27713,3,Y,-78937000,35933000
561,4,4,3,3,3,3,3,3,2,1,2,2,NA,NA,3,2,4,4,3,3,3,3,4,4,3,2,63,4,2,1,NA,NA,NA,4,NA,NA,2,English,NA,NA,2,Durham,NC,27704,NA,N,-78884000,36063000
562,NA,NA,2,NA,1,2,2,NA,1,2,2,2,NA,1,1,2,1,1,NA,1,1,1,1,1,1,1,2,3,2,2,NA,NA,NA,4,NA,NA,2,English,NA,NA,3,Durham,NC,27703,4,Y,-78846000,35894000
563,2,1,3,2,3,3,3,2,2,1,2,2,3,NA,3,1,3,3,4,2,1,3,3,NA,4,2,30,3,1,1,NA,2,NA,NA,NA,NA,2,English,NA,NA,3,Durham,NC,27703,1,Y,-78839000,35965000
564,4,4,4,3,3,3,4,4,1,2,1,3,3,3,1,2,4,4,4,4,4,4,3,3,4,2,44,4,1,1,NA,NA,NA,4,NA,NA,2,English,NA,NA,2,Durham,NC,27712,NA,N,-78863000,36075000
565,4,4,2,3,2,4,4,4,2,1,2,NA,NA,NA,3,4,4,4,3,NA,NA,5,5,5,4,2,54,4,2,1,NA,2,NA,NA,NA,NA,2,English,NA,NA,2,Durham,NC,27703,NA,N,-78818000,35989000
566,5,4,4,4,4,4,4,4,2,1,1,4,4,NA,3,4,4,4,4,4,3,4,5,4,4,2,8,2,1,2,NA,2,NA,NA,NA,NA,2,English,NA,NA,4,Durham,NC,27701,1,Y,-78895000,36000000
567,4,4,4,3,5,5,5,4,2,1,2,3,3,3,2,4,5,5,3,4,2,3,1,4,3,1,15,1,2,1,NA,NA,NA,4,NA,NA,2,English,NA,NA,3,Durham,NC,27704,1,Y,-78811000,36017000
568,3,3,1,3,1,2,3,2,2,1,2,2,5,NA,2,5,4,NA,NA,4,NA,4,3,NA,3,1,8,3,1,1,NA,NA,NA,4,NA,NA,2,English,NA,NA,3,Durham,NC,27713,4,Y,-78888000,35942000
569,4,4,4,5,5,5,5,4,2,1,2,3,3,NA,4,4,4,4,4,4,4,NA,4,4,4,2,16,2,1,1,NA,NA,NA,4,NA,NA,2,English,NA,NA,3,Durham,NC,27707,3,Y,-78932000,35965000
570,4,4,4,4,4,4,4,4,2,1,2,4,NA,NA,4,4,5,5,4,NA,NA,4,4,5,4,2,19,2,2,1,NA,2,NA,NA,NA,NA,2,English,NA,NA,3,Durham,NC,27707,3,Y,-78966000,35928000
571,2,NA,4,4,3,4,4,2,2,1,2,3,NA,NA,2,5,4,NA,3,NA,NA,4,4,NA,4,2,7,5,2,1,NA,2,NA,NA,NA,NA,2,English,NA,NA,NA,Durham,NC,27712,2,Y,-78864000,36129000
572,4,4,2,3,4,2,4,4,2,1,2,1,NA,NA,2,3,4,4,2,2,2,3,4,3,3,2,31,4,1,1,NA,NA,NA,4,NA,NA,2,English,NA,NA,2,Durham,NC,27704,2,Y,-78909000,36029000
573,4,4,5,5,4,5,5,5,2,2,2,4,3,3,4,5,5,5,5,5,5,5,4,4,5,1,16,3,2,1,NA,NA,NA,4,NA,NA,2,English,NA,NA,3,Durham,NC,27707,3,Y,-78924000,35987000
574,4,4,3,2,1,2,4,3,1,2,2,3,3,NA,2,5,4,4,4,4,1,4,4,4,2,2,20,2,1,1,NA,NA,NA,4,NA,NA,2,English,NA,NA,3,Durham,NC,27704,1,Y,-78817000,36012000
575,NA,NA,4,NA,2,5,5,2,1,1,2,4,NA,NA,3,2,5,NA,4,4,4,NA,3,4,4,2,1,1,1,2,1,NA,NA,NA,NA,NA,2,English,NA,NA,3,Durham,NC,27712,NA,N,-78955000,36081000
576,4,4,4,4,5,4,5,4,2,1,2,2,NA,2,4,3,4,4,4,4,3,4,4,4,4,1,10,1,1,1,NA,2,NA,NA,NA,NA,2,English,NA,NA,3,Durham,NC,27713,4,Y,-78911000,35886000
577,4,4,4,3,4,4,5,4,2,1,1,3,4,3,3,4,5,5,5,4,4,4,5,4,4,2,28,3,1,1,NA,NA,NA,4,NA,NA,2,English,NA,NA,3,Durham,NC,27703,1,Y,-78835000,35973000
578,4,4,4,4,4,4,4,4,2,NA,2,5,4,4,4,5,5,5,5,5,4,5,5,4,5,2,61,4,1,2,NA,NA,NA,4,NA,NA,2,English,NA,NA,3,Durham,NC,27704,2,Y,-78899000,36074000
579,5,NA,3,3,3,2,5,4,2,1,2,2,NA,NA,5,4,5,5,5,NA,NA,4,5,5,5,2,3,1,2,1,NA,2,NA,NA,NA,NA,1,English,NA,NA,4,Durham,NC,27713,4,Y,-78899000,35931000
580,4,4,3,4,3,4,5,4,2,1,2,4,4,3,3,4,5,5,4,5,3,4,3,4,4,2,25,3,2,1,NA,2,NA,NA,NA,NA,2,English,NA,NA,3,Durham,NC,27713,3,Y,-78934000,35937000
581,5,5,5,4,5,5,5,4,2,1,2,4,4,NA,5,5,5,5,4,5,4,NA,4,5,4,2,21,2,1,1,NA,2,NA,NA,NA,NA,1,English,NA,NA,3,Durham,NC,27701,2,Y,-78911000,36009000
582,4,4,4,4,1,2,4,4,1,2,1,4,3,3,3,3,4,4,3,NA,NA,4,3,2,1,2,51,3,1,2,NA,NA,NA,4,NA,NA,2,English,NA,NA,3,Durham,NC,27703,1,Y,-78806000,35964000
583,4,5,5,5,5,4,5,3,2,1,2,NA,NA,NA,NA,NA,5,5,5,5,2,5,5,5,5,2,32,4,2,1,NA,NA,NA,4,NA,NA,2,English,NA,NA,4,Durham,NC,27707,3,Y,-78957000,35939000
584,3,4,3,2,2,4,4,2,2,1,1,4,4,NA,NA,4,3,2,4,3,3,4,4,4,3,2,30,4,2,2,NA,2,NA,NA,NA,NA,2,English,NA,NA,1,Durham,NC,27705,NA,N,-78988000,35972000
585,3,3,2,3,3,3,3,1,2,1,1,NA,NA,4,NA,NA,4,4,4,4,4,4,4,4,4,2,23,4,2,1,NA,NA,NA,4,NA,NA,2,English,NA,NA,1,Durham,NC,27703,1,Y,-78850000,35997000
586,3,3,3,3,3,3,3,3,2,1,2,NA,NA,NA,3,NA,4,4,4,4,4,4,4,4,4,2,36,4,2,2,NA,NA,NA,4,NA,NA,2,English,NA,NA,3,Durham,NC,27704,2,Y,-78872000,36028000
587,2,2,3,1,1,1,1,1,1,2,2,5,NA,4,3,3,1,1,1,1,1,1,2,1,1,1,NA,2,1,2,NA,NA,NA,4,NA,NA,2,English,NA,NA,1,Durham,NC,27707,3,Y,-78932000,35983000
588,4,4,4,3,4,4,4,3,2,1,1,2,3,3,4,4,5,4,4,NA,NA,NA,5,4,4,2,15,1,2,2,NA,NA,NA,4,NA,NA,2,English,NA,NA,3,Durham,NC,27704,2,Y,-78889000,36020000
589,3,3,3,2,2,2,2,3,2,2,2,2,3,2,2,4,3,5,4,3,3,2,4,3,3,2,7,1,2,2,NA,2,NA,NA,NA,NA,2,English,NA,NA,3,Durham,NC,27704,2,Y,-78903000,36024000
590,NA,4,3,1,3,3,3,3,2,1,2,1,1,NA,1,2,4,NA,2,NA,NA,4,2,NA,4,2,34,3,2,1,NA,2,NA,NA,NA,NA,2,English,NA,NA,1,Durham,NC,27704,NA,N,-78787000,36040000
591,NA,NA,NA,NA,3,1,5,3,2,2,1,5,5,4,1,5,5,NA,4,5,5,5,5,NA,4,2,77,5,1,1,NA,NA,NA,4,NA,NA,2,English,NA,NA,1,Durham,NC,27712,2,Y,-78904000,36077000
592,4,5,5,4,5,5,5,5,2,1,2,3,3,NA,4,5,5,5,5,5,5,5,5,NA,5,2,14,2,1,1,NA,2,NA,NA,NA,NA,1,English,NA,NA,4,Durham,NC,27712,NA,N,-78970000,36096000
593,3,3,4,2,3,3,3,3,2,1,2,2,2,2,4,3,4,4,4,3,3,3,4,4,3,1,27,3,1,1,NA,NA,NA,4,NA,NA,2,English,NA,NA,NA,Durham,NC,27704,1,Y,-78812000,36016000
594,3,3,4,4,4,3,5,2,1,NA,2,NA,NA,NA,NA,NA,3,3,2,2,3,3,3,3,3,2,7,3,1,2,NA,NA,NA,4,NA,NA,2,English,NA,NA,1,Durham,NC,27703,4,Y,-78814000,35921000
595,4,4,4,3,2,3,4,4,2,1,2,2,3,NA,3,5,5,4,4,4,4,3,3,3,5,2,5,1,2,1,NA,NA,NA,4,NA,NA,2,English,NA,NA,4,Durham,NC,27703,1,Y,-78818000,35973000
596,4,4,4,4,4,3,4,4,2,1,2,4,3,NA,2,5,5,NA,4,4,4,4,4,NA,4,2,15,1,2,1,NA,2,NA,NA,NA,NA,2,English,NA,NA,3,Durham,NC,27703,1,Y,-78819000,35970000
597,NA,NA,3,NA,3,4,5,4,2,NA,2,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,5,2,NA,5,1,1,NA,NA,NA,NA,NA,NA,1,English,NA,NA,1,Durham,NC,27713,NA,N,-78928000,35879000
598,3,3,4,4,5,5,4,4,2,1,1,1,1,NA,3,1,4,4,4,3,1,4,4,5,5,2,13,1,1,1,1,NA,NA,NA,NA,NA,2,English,NA,NA,4,Durham,NC,27703,1,Y,NA,NA
599,3,3,1,1,1,NA,5,2,1,2,1,2,2,2,4,2,2,4,1,1,1,3,2,3,3,2,59,4,2,1,NA,NA,NA,4,NA,NA,2,English,NA,NA,3,Durham,NC,27713,NA,N,-78937000,35896000
600,3,3,4,1,1,3,4,1,1,2,1,1,2,1,3,4,4,4,4,2,1,2,4,3,1,1,17,3,2,1,NA,NA,NA,4,NA,NA,2,English,NA,NA,2,Durham,NC,27703,NA,N,-78844000,35951000
601,4,4,3,3,3,3,3,3,NA,NA,2,NA,NA,NA,NA,3,5,5,5,5,5,5,4,NA,5,2,60,4,2,1,NA,NA,NA,4,NA,NA,2,English,NA,NA,1,Durham,NC,27701,5,Y,-78893000,35989000
602,3,3,3,2,2,2,3,1,1,2,1,3,NA,2,1,NA,1,NA,NA,1,1,1,2,1,1,2,NA,NA,1,1,NA,2,NA,NA,NA,NA,1,Spanish,NA,NA,2,Durham,NC,27712,NA,N,-78964000,36072000
603,5,5,5,5,5,5,5,5,2,1,2,4,NA,NA,5,5,5,5,5,5,5,5,5,5,5,2,2,2,1,1,NA,NA,NA,4,NA,NA,2,English,NA,NA,4,Durham,NC,27703,1,Y,-78823000,35950000
604,2,2,3,2,2,2,2,2,1,2,1,NA,NA,NA,2,2,4,4,2,2,3,4,4,4,2,1,44,2,2,1,NA,NA,NA,4,NA,NA,2,English,NA,NA,2,Durham,NC,27703,1,Y,-78863000,35974000
605,3,3,2,1,3,3,1,1,2,2,1,2,NA,3,1,2,2,3,NA,NA,NA,1,4,NA,2,1,6,2,2,2,NA,2,NA,NA,NA,NA,2,English,NA,NA,1,Durham,NC,27707,4,Y,-78909000,35952000
606,4,4,4,3,3,4,4,3,2,1,2,2,2,3,4,4,4,5,4,4,2,4,4,3,4,2,6,1,2,1,1,2,NA,NA,NA,NA,2,English,NA,NA,4,Durham,NC,27703,1,Y,-78793000,35970000
607,3,3,3,3,3,3,3,3,2,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,33,1,2,2,NA,NA,NA,4,NA,NA,2,English,NA,NA,1,Durham,NC,27707,4,Y,-78916000,35967000
608,4,4,5,4,5,4,3,3,2,2,2,4,4,NA,1,4,5,5,5,4,5,5,5,5,4,2,6,4,1,1,NA,2,NA,NA,NA,NA,2,English,NA,NA,4,Durham,NC,27704,2,Y,-78912000,36041000
609,4,4,4,2,4,5,5,4,2,1,2,2,2,1,2,5,5,5,5,5,5,5,5,5,3,2,11,1,1,1,NA,NA,NA,4,NA,NA,2,English,NA,NA,4,Bahama,NC,27503,NA,N,-78960000,36159000
610,4,4,3,3,4,4,4,4,2,2,2,3,4,NA,4,2,4,4,4,4,3,2,4,4,4,2,20,2,1,2,NA,NA,NA,4,NA,NA,1,Spanish,NA,NA,2,Durham,NC,27703,1,Y,-78844000,35970000
611,3,3,3,3,3,3,5,4,2,NA,NA,4,NA,NA,3,5,4,NA,4,4,4,4,4,4,4,2,15,2,2,1,NA,NA,NA,4,NA,NA,2,English,NA,NA,4,Durham,NC,27703,1,Y,NA,NA
612,3,3,2,2,2,2,4,NA,2,1,2,3,3,3,2,3,2,3,2,2,2,1,3,3,2,2,30,3,2,1,NA,2,NA,NA,NA,NA,2,English,NA,NA,4,Bahama,NC,27503,NA,N,-78947000,36169000
613,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,3,3,3,4,5,5,5,4,4,4,5,5,5,4,2,39,3,1,1,NA,NA,NA,4,NA,NA,2,English,NA,NA,3,Durham,NC,27704,1,Y,-78811000,36014000
614,4,4,4,2,3,2,3,2,1,1,2,2,2,2,4,4,2,NA,NA,5,3,1,4,1,1,2,4,4,1,1,NA,NA,NA,4,NA,NA,2,English,NA,NA,4,Durham,NC,27703,1,Y,-78812000,35954000
615,NA,1,2,1,1,1,4,NA,1,2,1,2,3,4,1,1,4,4,4,4,1,4,4,1,1,2,40,4,2,1,NA,NA,NA,4,NA,NA,2,English,NA,NA,2,Bahama,NC,27503,NA,N,-78956000,36160000
616,3,3,3,2,4,4,3,3,2,2,2,3,3,3,3,4,3,4,3,3,3,2,3,3,3,2,26,3,2,1,NA,2,NA,NA,NA,NA,2,English,NA,NA,NA,Durham,NC,27703,4,Y,-78824000,35924000
617,5,5,5,5,5,5,5,5,2,1,2,5,5,5,4,5,5,5,5,5,5,5,5,5,5,2,50,4,1,2,NA,NA,NA,4,NA,NA,2,English,NA,NA,2,Durham,NC,27704,2,Y,-78907000,36043000
618,4,4,4,2,4,2,4,4,2,1,2,NA,NA,NA,2,5,2,2,1,1,1,1,1,1,1,2,NA,2,2,1,NA,2,NA,NA,NA,NA,1,English,NA,NA,3,Durham,NC,27703,1,Y,-78813000,35949000
619,5,5,4,4,4,5,5,5,2,1,1,NA,NA,NA,NA,NA,4,5,5,NA,NA,3,3,3,4,2,14,3,1,1,NA,2,NA,NA,NA,NA,1,English,NA,NA,3,Durham,NC,27704,1,Y,-78812000,36036000
620,3,3,2,3,2,1,2,2,2,1,1,4,4,3,3,2,3,3,2,2,2,1,3,2,1,2,46,3,1,2,NA,2,NA,NA,NA,NA,2,English,NA,NA,1,Durham,NC,27704,2,Y,-78905000,36064000
621,4,4,4,4,4,4,5,4,1,1,2,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,4,2,76,5,2,1,NA,2,NA,NA,NA,NA,2,English,NA,NA,NA,Rougemont,NC,27572,NA,N,-78915000,36227000
622,4,4,4,3,2,3,4,3,2,1,2,NA,NA,NA,2,4,3,NA,3,3,2,2,3,3,3,2,7,4,1,2,NA,2,NA,NA,NA,NA,2,English,NA,NA,3,Durham,NC,27703,1,Y,-78826000,35957000
623,4,4,4,4,4,4,4,4,2,1,2,NA,NA,NA,1,4,4,4,4,NA,NA,NA,2,4,4,2,40,2,2,1,NA,NA,NA,4,NA,NA,2,English,NA,NA,4,Durham,NC,27703,1,Y,-78833000,35960000
624,5,4,5,5,5,5,4,3,2,1,2,1,1,2,4,1,4,4,4,4,4,4,5,5,4,2,20,3,2,1,1,NA,NA,NA,NA,NA,2,English,NA,NA,4,Durham,NC,27712,2,Y,-78917000,36094000
625,2,2,3,2,2,2,2,NA,1,2,NA,1,NA,NA,3,2,2,2,3,NA,NA,2,4,NA,2,2,15,4,1,2,NA,NA,NA,4,NA,NA,2,English,NA,NA,1,Durham,NC,27704,2,Y,-78922000,36050000
626,3,3,4,4,4,5,5,5,2,1,2,3,NA,NA,4,5,5,3,5,3,3,5,5,3,5,2,10,5,2,1,NA,2,NA,NA,NA,NA,2,English,NA,NA,4,Durham,NC,27703,1,Y,-78781000,35930000
627,4,NA,3,1,4,3,4,4,2,1,1,5,5,NA,4,5,4,NA,4,4,4,3,5,5,5,2,22,4,1,1,NA,2,NA,NA,NA,NA,2,English,NA,NA,2,Durham,NC,27701,2,Y,-78898000,36007000
628,4,4,4,2,4,4,4,5,2,1,2,2,NA,NA,2,5,5,5,3,4,3,5,4,3,4,2,20,5,2,1,NA,2,NA,NA,NA,NA,1,English,NA,NA,1,Durham,NC,27712,2,Y,-78977000,36072000
629,3,4,3,3,4,4,5,3,2,1,2,2,2,2,4,4,4,4,4,4,4,5,4,4,4,2,42,5,1,2,NA,2,NA,NA,NA,NA,2,English,NA,NA,3,Durham,NC,27707,3,Y,-78958000,35930000
630,3,3,2,2,4,4,4,1,2,NA,2,4,4,4,3,4,4,4,4,NA,NA,4,4,NA,3,2,32,3,2,1,NA,2,NA,NA,NA,NA,2,English,NA,NA,2,Durham,NC,27701,2,Y,-78894000,36007000
631,3,4,3,3,2,2,4,3,NA,NA,NA,1,1,2,NA,4,4,4,3,3,4,3,3,3,3,2,NA,4,1,1,NA,NA,NA,4,NA,NA,2,English,NA,NA,NA,Durham,NC,27703,1,Y,-78810000,35970000
632,NA,4,5,4,4,4,5,3,2,NA,NA,NA,NA,NA,4,NA,4,NA,4,NA,NA,NA,4,NA,4,2,7,5,1,1,NA,2,NA,NA,NA,NA,2,English,NA,NA,2,Bahama,NC,27503,NA,N,-78878000,36148000
633,5,5,4,4,4,5,5,4,2,1,2,4,NA,NA,4,4,5,5,5,5,5,5,5,5,5,2,50,5,1,2,NA,2,NA,NA,NA,NA,2,English,NA,NA,3,Durham,NC,27712,NA,N,-78957000,36092000
634,NA,3,4,3,4,4,5,2,2,1,2,3,3,NA,3,5,5,5,5,3,1,5,5,5,4,2,37,5,2,1,NA,2,NA,NA,NA,NA,1,English,NA,NA,2,Durham,NC,27712,NA,N,-78902000,36102000
635,4,4,4,3,2,4,5,4,2,NA,2,4,NA,NA,2,5,4,4,4,4,2,3,3,3,3,2,35,2,1,1,NA,2,NA,NA,NA,NA,2,English,NA,NA,2,Bahama,NC,27503,NA,N,-78882000,36158000
636,4,4,3,3,3,3,5,3,2,1,1,NA,4,NA,3,4,4,3,4,4,2,NA,3,4,3,2,13,1,1,1,NA,NA,NA,4,NA,NA,2,English,NA,NA,4,Durham,NC,27713,4,Y,-78921000,35933000
637,4,4,4,4,4,4,4,4,1,1,2,4,NA,NA,4,4,5,5,5,5,5,5,5,5,5,2,70,5,1,2,NA,NA,NA,4,NA,NA,2,English,NA,NA,1,Durham,NC,27705,NA,N,-78975000,35996000
638,4,4,4,3,4,5,5,NA,2,1,2,4,2,4,3,3,5,5,5,5,4,3,4,4,3,2,2,1,2,2,1,2,NA,NA,NA,NA,2,English,NA,NA,2,Durham,NC,27701,5,Y,-78907000,35998000
639,4,4,4,3,4,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,3,4,NA,3,2,61,5,2,1,NA,2,NA,NA,NA,NA,2,English,NA,NA,NA,Durham,NC,27705,2,Y,-78977000,36051000
640,4,4,3,2,4,4,4,NA,2,1,2,5,4,2,5,4,4,4,4,NA,4,NA,4,NA,4,1,2,1,3,2,NA,2,NA,NA,NA,NA,1,English,NA,NA,1,Durham,NC,27701,1,Y,-78894000,35997000
641,2,2,2,1,2,2,2,1,1,2,1,3,3,2,1,2,2,2,2,2,2,2,2,2,1,1,61,4,1,1,NA,NA,NA,4,NA,NA,2,English,NA,NA,1,Durham,NC,27703,NA,N,-78806000,35992000
642,3,3,2,1,2,3,2,1,1,1,1,2,NA,NA,4,1,4,3,4,4,3,NA,5,5,5,2,15,1,1,1,NA,2,NA,NA,NA,NA,2,English,NA,NA,4,Durham,NC,27713,4,Y,-78913000,35922000
643,3,3,2,3,2,2,3,4,2,1,2,3,3,NA,2,3,3,3,2,2,2,2,2,4,3,2,19,3,1,1,NA,2,NA,NA,NA,NA,2,English,NA,NA,3,Bahama,NC,27503,NA,N,-78864000,36172000
644,4,5,4,3,3,3,4,5,2,2,1,4,3,NA,2,5,4,4,4,NA,NA,4,5,5,5,2,48,3,2,1,NA,NA,NA,4,NA,NA,2,English,NA,NA,3,Durham,NC,27713,4,Y,-78920000,35917000
645,1,1,2,1,1,2,3,1,2,1,2,1,1,1,1,4,3,4,3,3,3,3,3,3,2,2,30,4,1,2,NA,2,NA,NA,NA,NA,2,English,NA,NA,2,Durham,NC,27713,NA,N,-78930000,35881000
646,NA,4,5,4,4,4,4,4,2,1,2,3,NA,NA,4,4,4,4,4,4,2,3,4,3,4,2,35,3,2,2,NA,2,NA,NA,NA,NA,2,English,NA,NA,2,Durham,NC,27713,NA,N,-78927000,35879000
647,4,NA,5,3,5,5,5,4,2,1,2,5,5,3,3,5,5,5,5,NA,NA,NA,5,NA,5,2,2,2,1,2,NA,2,NA,NA,NA,NA,2,English,NA,NA,3,Durham,NC,27701,1,Y,-78890000,36001000
648,1,4,1,1,1,1,1,1,1,1,1,4,4,NA,4,5,1,2,3,3,4,4,4,4,1,2,36,NA,2,1,NA,2,NA,NA,NA,NA,1,English,NA,NA,NA,Durham,NC,27703,1,Y,NA,NA
